6.670000000000000373e-01,7.019999999999999574e-01,5.739999999999999547e-01,5.749999999999999556e-01,5.240000000000000213e-01
6.989999999999999547e-01,6.909999999999999476e-01,5.490000000000000435e-01,5.999999999999999778e-01,5.380000000000000338e-01
6.909999999999999476e-01,7.079999999999999627e-01,5.540000000000000480e-01,5.869999999999999662e-01,5.719999999999999529e-01
6.870000000000000551e-01,6.949999999999999512e-01,5.759999999999999565e-01,5.899999999999999689e-01,5.679999999999999494e-01
6.670000000000000373e-01,7.009999999999999565e-01,5.629999999999999449e-01,6.049999999999999822e-01,5.300000000000000266e-01
6.680000000000000382e-01,7.099999999999999645e-01,5.969999999999999751e-01,5.859999999999999654e-01,5.490000000000000435e-01
6.870000000000000551e-01,6.959999999999999520e-01,5.839999999999999636e-01,6.169999999999999929e-01,5.240000000000000213e-01
6.879999999999999449e-01,6.969999999999999529e-01,5.580000000000000515e-01,5.959999999999999742e-01,5.420000000000000373e-01
6.889999999999999458e-01,6.860000000000000542e-01,5.590000000000000524e-01,5.799999999999999600e-01,5.540000000000000480e-01
6.840000000000000524e-01,6.790000000000000480e-01,5.739999999999999547e-01,6.199999999999999956e-01,5.530000000000000471e-01
6.929999999999999494e-01,6.879999999999999449e-01,5.629999999999999449e-01,5.779999999999999583e-01,5.639999999999999458e-01
6.730000000000000426e-01,6.979999999999999538e-01,5.540000000000000480e-01,5.759999999999999565e-01,5.460000000000000409e-01
6.690000000000000391e-01,7.179999999999999716e-01,5.610000000000000542e-01,5.939999999999999725e-01,5.520000000000000462e-01
6.800000000000000488e-01,6.959999999999999520e-01,5.500000000000000444e-01,6.089999999999999858e-01,5.330000000000000293e-01
6.820000000000000506e-01,6.909999999999999476e-01,5.450000000000000400e-01,5.979999999999999760e-01,5.360000000000000320e-01
6.740000000000000435e-01,6.919999999999999485e-01,5.809999999999999609e-01,6.059999999999999831e-01,5.470000000000000417e-01
6.949999999999999512e-01,6.959999999999999520e-01,5.400000000000000355e-01,5.959999999999999742e-01,5.590000000000000524e-01
6.650000000000000355e-01,6.899999999999999467e-01,5.669999999999999485e-01,5.979999999999999760e-01,5.550000000000000488e-01
6.989999999999999547e-01,6.899999999999999467e-01,5.570000000000000506e-01,5.919999999999999707e-01,5.460000000000000409e-01
6.919999999999999485e-01,6.820000000000000506e-01,5.610000000000000542e-01,5.829999999999999627e-01,5.480000000000000426e-01
6.840000000000000524e-01,6.939999999999999503e-01,5.649999999999999467e-01,6.059999999999999831e-01,5.320000000000000284e-01
6.800000000000000488e-01,7.019999999999999574e-01,5.689999999999999503e-01,5.809999999999999609e-01,5.310000000000000275e-01
6.780000000000000471e-01,7.049999999999999600e-01,5.490000000000000435e-01,5.929999999999999716e-01,5.600000000000000533e-01
7.029999999999999583e-01,6.949999999999999512e-01,5.230000000000000204e-01,6.009999999999999787e-01,5.290000000000000258e-01
7.019999999999999574e-01,6.680000000000000382e-01,5.460000000000000409e-01,5.989999999999999769e-01,5.370000000000000329e-01
6.979999999999999538e-01,6.860000000000000542e-01,5.649999999999999467e-01,5.899999999999999689e-01,5.480000000000000426e-01
6.949999999999999512e-01,6.780000000000000471e-01,5.580000000000000515e-01,5.839999999999999636e-01,5.320000000000000284e-01
6.730000000000000426e-01,6.949999999999999512e-01,5.570000000000000506e-01,5.500000000000000444e-01,5.620000000000000551e-01
6.810000000000000497e-01,6.939999999999999503e-01,5.719999999999999529e-01,5.869999999999999662e-01,5.380000000000000338e-01
6.989999999999999547e-01,6.889999999999999458e-01,5.689999999999999503e-01,5.959999999999999742e-01,5.210000000000000187e-01
6.650000000000000355e-01,6.969999999999999529e-01,5.560000000000000497e-01,5.839999999999999636e-01,5.090000000000000080e-01
6.790000000000000480e-01,6.830000000000000515e-01,5.560000000000000497e-01,6.069999999999999840e-01,5.779999999999999583e-01
6.680000000000000382e-01,7.259999999999999787e-01,5.699999999999999512e-01,6.069999999999999840e-01,5.370000000000000329e-01
6.999999999999999556e-01,6.860000000000000542e-01,5.500000000000000444e-01,5.939999999999999725e-01,5.310000000000000275e-01
6.750000000000000444e-01,6.999999999999999556e-01,5.739999999999999547e-01,5.729999999999999538e-01,5.440000000000000391e-01
7.009999999999999565e-01,6.840000000000000524e-01,5.709999999999999520e-01,5.849999999999999645e-01,5.260000000000000231e-01
6.919999999999999485e-01,6.899999999999999467e-01,5.649999999999999467e-01,5.869999999999999662e-01,5.310000000000000275e-01
6.870000000000000551e-01,6.959999999999999520e-01,5.270000000000000240e-01,5.929999999999999716e-01,5.380000000000000338e-01
6.850000000000000533e-01,6.860000000000000542e-01,5.590000000000000524e-01,5.969999999999999751e-01,5.390000000000000346e-01
6.680000000000000382e-01,6.850000000000000533e-01,5.799999999999999600e-01,5.929999999999999716e-01,5.430000000000000382e-01
6.770000000000000462e-01,6.959999999999999520e-01,5.689999999999999503e-01,5.979999999999999760e-01,5.280000000000000249e-01
6.850000000000000533e-01,6.790000000000000480e-01,5.719999999999999529e-01,5.909999999999999698e-01,5.270000000000000240e-01
6.690000000000000391e-01,7.069999999999999618e-01,5.600000000000000533e-01,5.859999999999999654e-01,5.530000000000000471e-01
6.919999999999999485e-01,6.989999999999999547e-01,5.620000000000000551e-01,5.939999999999999725e-01,5.400000000000000355e-01
6.750000000000000444e-01,7.029999999999999583e-01,5.649999999999999467e-01,6.129999999999999893e-01,5.400000000000000355e-01
6.929999999999999494e-01,6.760000000000000453e-01,5.819999999999999618e-01,6.049999999999999822e-01,5.190000000000000169e-01
6.690000000000000391e-01,6.879999999999999449e-01,5.270000000000000240e-01,6.039999999999999813e-01,5.340000000000000302e-01
6.879999999999999449e-01,6.899999999999999467e-01,5.739999999999999547e-01,5.969999999999999751e-01,5.410000000000000364e-01
6.820000000000000506e-01,6.770000000000000462e-01,5.759999999999999565e-01,6.009999999999999787e-01,5.410000000000000364e-01
6.840000000000000524e-01,6.929999999999999494e-01,5.610000000000000542e-01,6.009999999999999787e-01,5.320000000000000284e-01
7.199999999999999734e-01,6.740000000000000435e-01,5.280000000000000249e-01,5.779999999999999583e-01,5.530000000000000471e-01
6.790000000000000480e-01,6.860000000000000542e-01,5.819999999999999618e-01,6.039999999999999813e-01,5.490000000000000435e-01
6.800000000000000488e-01,6.850000000000000533e-01,5.699999999999999512e-01,5.839999999999999636e-01,5.240000000000000213e-01
6.790000000000000480e-01,6.889999999999999458e-01,5.669999999999999485e-01,5.979999999999999760e-01,5.150000000000000133e-01
6.909999999999999476e-01,7.139999999999999680e-01,5.649999999999999467e-01,5.819999999999999618e-01,5.490000000000000435e-01
6.720000000000000417e-01,7.049999999999999600e-01,5.450000000000000400e-01,5.969999999999999751e-01,5.520000000000000462e-01
6.840000000000000524e-01,6.850000000000000533e-01,5.550000000000000488e-01,5.929999999999999716e-01,5.430000000000000382e-01
6.720000000000000417e-01,6.870000000000000551e-01,5.719999999999999529e-01,6.009999999999999787e-01,5.330000000000000293e-01
6.810000000000000497e-01,6.929999999999999494e-01,5.470000000000000417e-01,6.059999999999999831e-01,5.290000000000000258e-01
6.899999999999999467e-01,6.959999999999999520e-01,5.510000000000000453e-01,5.959999999999999742e-01,5.520000000000000462e-01
6.700000000000000400e-01,6.840000000000000524e-01,5.560000000000000497e-01,6.300000000000000044e-01,5.460000000000000409e-01
6.710000000000000409e-01,6.969999999999999529e-01,5.540000000000000480e-01,5.989999999999999769e-01,5.500000000000000444e-01
6.840000000000000524e-01,6.850000000000000533e-01,5.440000000000000391e-01,6.199999999999999956e-01,5.380000000000000338e-01
6.570000000000000284e-01,6.879999999999999449e-01,5.500000000000000444e-01,6.119999999999999885e-01,5.659999999999999476e-01
6.899999999999999467e-01,6.820000000000000506e-01,5.540000000000000480e-01,6.159999999999999920e-01,5.490000000000000435e-01
6.740000000000000435e-01,7.029999999999999583e-01,5.570000000000000506e-01,6.069999999999999840e-01,5.530000000000000471e-01
6.919999999999999485e-01,6.810000000000000497e-01,5.659999999999999476e-01,5.979999999999999760e-01,5.340000000000000302e-01
6.620000000000000329e-01,6.969999999999999529e-01,5.799999999999999600e-01,5.979999999999999760e-01,5.230000000000000204e-01
6.889999999999999458e-01,7.039999999999999591e-01,5.540000000000000480e-01,5.749999999999999556e-01,5.380000000000000338e-01
7.069999999999999618e-01,6.780000000000000471e-01,5.550000000000000488e-01,5.829999999999999627e-01,5.210000000000000187e-01
6.780000000000000471e-01,6.899999999999999467e-01,5.659999999999999476e-01,6.049999999999999822e-01,5.490000000000000435e-01
6.600000000000000311e-01,7.049999999999999600e-01,5.480000000000000426e-01,6.209999999999999964e-01,5.280000000000000249e-01
6.650000000000000355e-01,6.830000000000000515e-01,5.869999999999999662e-01,5.949999999999999734e-01,5.639999999999999458e-01
6.889999999999999458e-01,7.029999999999999583e-01,5.510000000000000453e-01,5.889999999999999680e-01,5.570000000000000506e-01
6.929999999999999494e-01,6.810000000000000497e-01,5.480000000000000426e-01,5.919999999999999707e-01,5.260000000000000231e-01
6.969999999999999529e-01,6.999999999999999556e-01,5.719999999999999529e-01,5.849999999999999645e-01,5.230000000000000204e-01
6.710000000000000409e-01,6.999999999999999556e-01,5.719999999999999529e-01,6.159999999999999920e-01,5.590000000000000524e-01
6.720000000000000417e-01,6.860000000000000542e-01,5.639999999999999458e-01,5.889999999999999680e-01,5.500000000000000444e-01
6.860000000000000542e-01,6.840000000000000524e-01,5.580000000000000515e-01,6.139999999999999902e-01,5.570000000000000506e-01
6.929999999999999494e-01,6.979999999999999538e-01,5.570000000000000506e-01,5.939999999999999725e-01,5.310000000000000275e-01
6.690000000000000391e-01,6.840000000000000524e-01,5.500000000000000444e-01,5.969999999999999751e-01,5.620000000000000551e-01
6.590000000000000302e-01,7.039999999999999591e-01,5.510000000000000453e-01,5.849999999999999645e-01,5.340000000000000302e-01
6.700000000000000400e-01,6.979999999999999538e-01,5.709999999999999520e-01,5.879999999999999671e-01,5.360000000000000320e-01
6.969999999999999529e-01,6.999999999999999556e-01,5.600000000000000533e-01,5.809999999999999609e-01,5.520000000000000462e-01
6.540000000000000258e-01,6.909999999999999476e-01,5.570000000000000506e-01,6.229999999999999982e-01,5.210000000000000187e-01
6.919999999999999485e-01,6.530000000000000249e-01,5.540000000000000480e-01,6.250000000000000000e-01,5.250000000000000222e-01
6.800000000000000488e-01,6.909999999999999476e-01,5.510000000000000453e-01,6.009999999999999787e-01,5.480000000000000426e-01
6.919999999999999485e-01,6.939999999999999503e-01,5.510000000000000453e-01,5.859999999999999654e-01,5.300000000000000266e-01
6.610000000000000320e-01,7.089999999999999636e-01,5.689999999999999503e-01,5.929999999999999716e-01,5.320000000000000284e-01
6.840000000000000524e-01,6.899999999999999467e-01,5.749999999999999556e-01,5.869999999999999662e-01,5.460000000000000409e-01
6.730000000000000426e-01,6.959999999999999520e-01,5.430000000000000382e-01,6.189999999999999947e-01,5.420000000000000373e-01
6.750000000000000444e-01,7.099999999999999645e-01,5.530000000000000471e-01,5.939999999999999725e-01,5.490000000000000435e-01
6.840000000000000524e-01,6.939999999999999503e-01,5.620000000000000551e-01,5.929999999999999716e-01,5.310000000000000275e-01
6.660000000000000364e-01,7.099999999999999645e-01,5.470000000000000417e-01,5.919999999999999707e-01,5.510000000000000453e-01
6.800000000000000488e-01,7.059999999999999609e-01,5.400000000000000355e-01,5.889999999999999680e-01,5.520000000000000462e-01
6.820000000000000506e-01,6.780000000000000471e-01,5.400000000000000355e-01,5.939999999999999725e-01,5.340000000000000302e-01
6.680000000000000382e-01,6.969999999999999529e-01,5.620000000000000551e-01,5.929999999999999716e-01,5.699999999999999512e-01
6.700000000000000400e-01,7.059999999999999609e-01,5.759999999999999565e-01,5.989999999999999769e-01,5.530000000000000471e-01
6.889999999999999458e-01,6.790000000000000480e-01,5.709999999999999520e-01,6.009999999999999787e-01,5.340000000000000302e-01
6.590000000000000302e-01,7.029999999999999583e-01,5.719999999999999529e-01,6.209999999999999964e-01,5.190000000000000169e-01
